appendComment,pics,stars,rateContent,rateDate,reply,serviceRateContent,userInfo
,//img.alicdn.com/bao/uploaded/i4/12231077894127664/TB2Yf_dcpXXXXXQXpXXXXXXXXXX_!!2087212231-0-rate.jpg,5,质量好 快递给力 客服的推荐尺码非常合适 过几天还会再买来换洗,2015-04-16 16:40:59,,,
,,5,很好,2015-04-16 13:42:49,,,
,,5,买到现在都很好,2015-04-16 13:31:06,,,
,,5,180 70kg 合身,2015-04-16 13:02:24,,,
,,5,不错哒,2015-04-16 12:18:51,,,
,,5,包装很到位，快递很到位，品质很到位。,2015-04-16 11:31:11,,,
,,5,不错,2015-04-16 11:01:12,,,
,,5,东西是正品，很不错172  73kg  胸围96  L号有点紧，衣服下摆比一般的衣服长，盖臀部了。就是没有折扣，希望官网也能打点折扣。,2015-04-16 10:43:44,,,
,,5,衣服面料摸起来不错，M号感觉小了点，最近健身肚子还没完全减掉，M号穿起来太紧身了点，再瘦一点应该ok。,2015-04-16 10:11:26,,,
,,5,整体感觉还好 不太懂这类衣服 男朋友说还好 就好评吧,2015-04-16 09:17:21,,,身高:165cm
,,5,不错,2015-04-16 07:50:29,,,
,,5,体验很好。,2015-04-16 07:25:50,,,
,,5,衣服很合适。舒服。快递给力,2015-04-16 00:02:14,,,
,,5,相当的棒！物流很给力，客服很用心，就是希望可以有折扣！,2015-04-15 23:39:20,,,身高:178cm
,,5,超喜欢，物超所值,2015-04-15 21:13:32,,,
,,5,旗舰店各方面都很正规，衣服不错，物流也很快,2015-04-15 20:42:10,,,身高:184cm
,,5,好评,2015-04-15 19:25:46,,,
,,5,衣服弹性大 衣服长度感觉有点长 很贴身 像我这么瘦的人都很贴,2015-04-15 15:48:51,,,
,,5,太棒啦衣服面料很好发票也齐全就是要能便宜点就好啦,2015-04-15 14:44:03,,,
239068537504|2015-04-18 07:43:11|非常不错|2||,,5,确实不错,2015-04-15 13:49:04,,,
,,5,太贴心的包装了，东西也很好。,2015-04-15 13:46:35,,,
,,5,好，合身也挺紧身，物流顺丰很快，上海到太原只用一天就到，好评！,2015-04-15 13:41:30,,,
,,5,东西不错！,2015-04-15 12:46:35,,,
,,5,好,2015-04-15 12:44:02,,,
,,5,"挺好的,有点长,180的怎么紧身的,",2015-04-15 12:40:28,,,
,,5,正品，大小刚合适，很好,2015-04-15 12:39:37,,,
,,5,买给男票的，182，65kg，买的xl码，他说刚好，但我觉得还是稍微大了点点，喜欢紧身的可以再小一个号。。。不过他很喜欢，打篮球时候穿在里面，吸汗效果极佳，很舒服呐。。。好评，而且发货速度很快，感觉还是官网靠谱。。。,2015-04-15 12:27:24,,,
,,5,包装挺好，衣服也还满意，不错,2015-04-15 12:13:41,,,
,,5,值得信赖，买好几次了！,2015-04-15 12:03:19,,,
,,5,好！物流很快！,2015-04-15 11:32:09,,,
241054400403|2015-05-06 16:01:18|穿着还舒服吧|36||,,5,,2015-04-15 10:44:04,,,
,//img.alicdn.com/bao/uploaded/i3/19646077633411843/TB21YOUcpXXXXaCXpXXXXXXXXXX_!!78309646-0-rate.jpg,5,不错 很合身！,2015-04-15 08:35:01,,,
,,5,可以可以 吊吊吊,2015-04-14 22:51:00,,,
,,5,其实还是灰的漂亮，比实体店还贵点五环周末打八折，主要是不想跑了。。包装很精美,2015-04-14 22:31:53,,,
,,5,客服没人理，无奈了，小了一码,2015-04-14 22:21:46,,,
,,5,不错~~~轻便~~~~~~~,2015-04-14 22:09:38,,,
,,5,不错正品，有发票，包装很好。,2015-04-14 21:18:34,,,
,,5,很好，很快。。,2015-04-14 18:48:13,,,身高:170cm
,,5,衣服相当不错。正品。绝对支持。下次继续来这里购物,2015-04-14 17:15:31,,,
,,5,颜色好看。,2015-04-14 16:25:29,,,身高:174cm
,,2,你好，我的东西没收到，怎么办,2015-04-14 16:14:39,,,
,,5,大小合适，质量很好，很开心一次购物。下次再光顾。,2015-04-14 12:25:14,,,身高:178cm
,,5,应该还不错~,2015-04-14 09:29:39,,,身高:172cm
,//img.alicdn.com/bao/uploaded/i4/16316090086644333/TB2qyuKcpXXXXa.XXXXXXXXXXXX_!!83566316-0-rate.jpg,5,这个颜色真心的太风骚了，正品，没有好身材是穿不出效果的，买了就是激励自己，运动时穿非常棒。,2015-04-13 23:55:12,,,
,"//img.alicdn.com/bao/uploaded/i3/18892075947271492/TB2pFqGcpXXXXXGXpXXXXXXXXXX_!!2254158892-0-rate.jpg,//img.alicdn.com/bao/uploaded/i1/18892077418003688/TB2Z31KcpXXXXa2XXXXXXXXXXXX_!!2254158892-0-rate.jpg",5,下摆太长太长太长太长，男票穿着很好看，料子很好很舒服，物流给力。,2015-04-13 23:07:00,,,
,,5,确实不错,2015-04-13 23:04:02,,,
,,5,还不错,2015-04-13 22:54:13,,,
,,4,衣服还不错。就是袖子有点短。,2015-04-13 22:21:08,,,
,,5,不错,2015-04-13 22:04:30,,,
,,5,还行,2015-04-13 19:56:49,,,
,,5,弹性很好很显身材,2015-04-13 19:48:44,,,
,,5,和专柜一样 快递简直神速  不到24h就收到了 大赞?,2015-04-13 19:38:22,,,
,,5,还可以，客服态度很好本来买M的后来换了L的但是感觉还是有点紧?,2015-04-13 18:57:40,,,
,,5,非常棒，快递的小速度也是嗷嗷的，,2015-04-13 18:28:42,,,
,,5,176身高 70kg  买L刚刚好。,2015-04-13 18:21:59,,,
,,5,很好，物流很快，质量和专柜一样,2015-04-13 16:58:06,,,
239100442756|2015-04-21 14:44:29|感觉很棒 哦也！|7||,"//img.alicdn.com/bao/uploaded/i4/16890075382481740/TB2ZEaucpXXXXchXpXXXXXXXXXX_!!769386890-0-rate.jpg,//img.alicdn.com/bao/uploaded/i1/16890075663810420/TB2YIyvcpXXXXcSXpXXXXXXXXXX_!!769386890-0-rate.jpg",5,快递一流！昨天拍的，今天到了   衣服没得说,2015-04-13 16:28:40,,,
,,5,快递给力，看着是正品，穿上很舒适，很不错，就是自己的油肚必须再减点。,2015-04-13 16:20:55,,,身高:175cm
,,5,个人感觉可以，质量没问题，穿着挺舒服的，不错的选择,2015-04-13 15:56:55,,,身高:180cm
,,5,衣服不错！上身的感觉很好！！！,2015-04-13 14:54:00,,,身高:182cm
,,5,很不错，现在运动都穿他！,2015-04-13 14:53:36,,,
,,5,给男朋友买的，平时他穿M，这次M有点紧了，他是属于有点肌肉的类型，后来换的L号，穿上很好看,2015-04-13 14:13:48,,买这件衣服有点一波三折，不过客服都很有耐心的帮我处理了，非常好。以后还会考虑在这里买。,身高:179cm
,,5,很棒，很愉快的一次购物,2015-04-13 13:01:35,,,
,,5,旗舰店的服务包装就是好，下次再买一件,2015-04-13 12:55:41,,,
,,5,不错,2015-04-13 12:42:53,,,
,,5,超级棒 顺丰一天就到了  哈哈哈 好开心,2015-04-13 12:26:06,,,
,,5,就是有点小其他还好吧,2015-04-13 12:12:30,,,
,,5,绝对正品,2015-04-13 12:10:26,,,
,,5,衣服很不错 练出型来包裹性会很好 很速干,2015-04-13 12:03:38,,,
,,5,不管是东西，还是服务，物流都是真心好.好评，好评！！,2015-04-13 10:55:32,,,
,,5,很紧身,2015-04-13 10:32:09,,,
,,5,不错，大小合适，正品,2015-04-13 10:05:42,,好,身高:175cm
,,5,偏小，其他不错～,2015-04-13 09:22:06,,,
,,5,不错，物流很快,2015-04-13 08:25:41,,,
,,5,短裤买小了，衣服很合适,2015-04-12 22:27:18,,,
,,5,非常愉快的一次购物体验，发票齐全，相信是正品！顺丰简直是神速 第二天就到了！,2015-04-12 22:19:24,,,
,,5,很喜欢,2015-04-12 21:40:06,,,
,,5,衣服很合身,2015-04-12 20:58:43,,,
,,5,东西不错，态度不错，物流也不错。总体来说这点钱花的还算舒心。,2015-04-12 19:52:31,,,
,,5,挺好的 穿着挺舒服,2015-04-12 19:50:35,,,
,,5,很好,2015-04-12 19:30:51,,,
,//img.alicdn.com/bao/uploaded/i2/17752075731267031/TB2g_ylcpXXXXaBXpXXXXXXXXXX_!!288807752-0-rate.jpg,5,穿着舒适，发现也正好，很贴身透气,2015-04-12 19:11:01,,,
,,5,非常好,2015-04-12 18:55:31,,,
,,5,很好,2015-04-12 16:20:01,,,
,,5,很好,2015-04-12 16:20:01,,,
,,5,就是长了点啊、挺好,2015-04-12 16:18:47,,,
,,5,物流快，衣服也不错,2015-04-12 15:30:15,,,
,,5,好,2015-04-12 15:27:57,,,
,,5,物流很快给个好评吧,2015-04-12 15:04:52,,,
,,5,"180cm,140，很合身",2015-04-12 14:54:41,,,
,,5,特喜欢，夏天穿起来很不错,2015-04-12 14:14:05,,,
,,5,可以,2015-04-12 12:24:49,,,
,,5,老公说是正品，穿着还不错，以后有需要还会来的,2015-04-12 10:53:21,,自助,
,,5,是正品，很舒服，物流也很快,2015-04-12 00:30:20,,,
,,5,衣服很好，发票也有。旗舰店的东西就是好。5星,2015-04-11 22:18:48,,,
,,5,非常舒服哦，正品万岁,2015-04-11 22:02:31,,,
,,5,合适快,2015-04-11 21:43:56,,,
,,5,合适，快,2015-04-11 21:43:56,,,
,,5,应该是正品,2015-04-11 20:01:39,,,
,,5,ing好的,2015-04-11 17:59:19,,,
,,5,还真不错 面料很舒服,2015-04-11 16:03:40,,,身高:191cm
,,5,还行 紧身的喔！,2015-04-11 14:01:49,,,
,,5,好,2015-04-11 13:45:17,,,
,,5,好！,2015-04-11 12:19:00,,,
,,5,正品没的说，就是跟专卖店相比，不打折,2015-04-11 11:15:46,,,身高:178cm
,,5,肩够了，腰部大了...,2015-04-11 09:08:57,,,
,,5,不愧是官方的，必须正品，无可挑剔，绝对好评！发货都比别的快，下次一定来！,2015-04-11 08:42:42,,,
238998707403|2015-05-11 09:24:34|跟实体店一样，很不错。很好。|30||,,5,很漂亮的衣服，之前买了一件S码的，太紧了些，就退货了，现在再来买了M码的，合身，锻炼时穿非常给力，让人有想健身的冲动，不错，NAIKE加油。,2015-04-11 06:56:21,,,身高:170cm
,,5,东西不错，很舒服，175.64公斤L号，合身,2015-04-11 01:42:26,,,
,,5,东西看起来还不错，就是下水清洗的时候，感觉水有点浑。要清洗好几次，才能出清水。奇怪。包装很规范。,2015-04-10 23:52:01,,,身高:182cm
,,5,包装很规范，东西看起来还是可以。就是下水后，感觉衣服有点脏。要清洗好几次，才能出清水。,2015-04-10 23:47:09,,,身高:182cm
,,5,保真，快，真不错,2015-04-10 23:37:45,,,
,,5,物流很快，衣服很好,2015-04-10 22:36:34,,,
,,5,没话说非常好，以后还回来再买,2015-04-10 21:21:18,,,
,,5,发货速度很快，货品质量很好~,2015-04-10 21:00:51,,,
,,5,不错啊，很好很紧身，爽，快递快,2015-04-10 20:38:57,,很好，耐心讲解,身高:173cm
,,5,null,2015-04-10 19:57:42,,,
,,5,蛮好的,2015-04-10 18:00:28,,顺丰好,身高:180cm
,,5,合适，就是有点长,2015-04-10 16:58:18,,,
,,1,为什么衣服的条形码扫不出来东西 票据什么的还挺全不知道是不是正   衣服还行吧  。。,2015-04-10 14:47:47,,,
,,5,还没穿过这么紧的衣服，过段时间再看吧,2015-04-10 14:36:32,,,
,,5,很满意！速度快！帅。,2015-04-10 13:20:45,,,
,,5,穿起来帅到爆,2015-04-10 12:48:14,,,
,,5,衣服很不错，但我173身高，130斤，感觉m码有点紧，但长度是够的，怕买L码太长了。,2015-04-10 12:45:02,,,
,//img.alicdn.com/bao/uploaded/i3/14722075196296916/TB2ljtTcpXXXXX7XpXXXXXXXXXX_!!1056794722-0-rate.jpg,5,不错的购物 我挺喜欢,2015-04-10 12:36:23,,,
,,5,很好的衣服,2015-04-10 12:04:26,,,身高:174cm
,,5,很好，就是不打折啊...唉,2015-04-10 11:42:14,,,
,,5,衣服很好必须五颗星,2015-04-10 11:29:34,,,
,,5,服务真的很到位，发票，传统耐克赠送袋子的习惯，什么的一应具有，衣服质量肯定过关，果断收藏官方旗舰店，毕竟我也是Nike忠实老顾客,2015-04-10 11:00:29,,,
,,5,穿起来感觉不错，弹性挺大,2015-04-10 10:53:51,,,
,,5,尺码卖小了，不过还好能穿。\n正品,2015-04-10 10:53:34,,,身高:183cm
,,5,很合适 穿上很有型 好评,2015-04-10 09:47:10,,一般,身高:184cm
,,5,有点小,2015-04-10 09:46:49,,,
,,5,男朋友很喜欢，穿上很舒服,2015-04-10 09:20:54,,,
,,5,快递很给力，从下单到收货只用了两天时间。包装很精美，有专卖店的购物袋和正规机打发票，绝对是正品。从衣服的手感和质量来看也可以确定。大小也正好。就是好像衣长都有点偏长,2015-04-10 09:18:59,,,
,,5,买了两件 官网发了两个快递 就是有钱 就是任性,2015-04-10 00:45:21,,,
,,5,官网就是给力，爽！显肌肉神器！?,2015-04-10 00:44:32,,,
,,5,真品牌，穿着舒服,2015-04-09 23:20:20,,,
,,5,null,2015-04-09 22:35:15,,,
238935284994|2015-04-12 11:10:53|很好！|17||,,5,,2015-04-09 22:31:05,,,
,,5,很好。很合身。棒棒哒,2015-04-09 22:25:29,,,
,,5,不错，很紧身，好好好,2015-04-09 21:13:11,,,
,,5,物流挺快的 不错,2015-04-09 20:01:51,,,
238595964646|2015-04-09 19:45:16|非常舒服 不起静电 ，|0|//img.alicdn.com/bao/uploaded/i3/17733089323376449/TB26kXLcpXXXXb5XpXXXXXXXXXX_!!2109077733-0-rate.jpg|,,5,非常喜欢哦 准备练肌肉~~,2015-04-09 19:43:12,,very good！,身高:180cm
,,5,不错 有些长,2015-04-09 18:53:56,,,
,,5,非常好，试穿很舒服，不愧是官方产品,2015-04-09 17:33:37,,,
,,5,不错正品,2015-04-09 16:00:14,,,
,,5,正,2015-04-09 15:23:14,,,
,,5,好！,2015-04-09 14:58:03,,,
,,5,两天就收到了，不愧是旗舰店！还用的顺丰！下摆有点长！建议其他亲们买的时候注意！,2015-04-09 14:09:51,,,身高:179cm
,,5,还是挺不错的，就是衣服码子偏小！,2015-04-09 13:28:56,,,
,,5,很棒。朋友穿着挺好看的。,2015-04-09 12:43:53,,,
,,5,第二次购买了，一直都很好！?！,2015-04-09 10:37:59,,,
,,5,是正品，看起来很好！就是质感也就那个价！不过能行的。,2015-04-09 10:10:48,,,
,,5,挺不错的 不知道为什么都对旗舰店评价不高 我觉得旗舰店很靠谱,2015-04-09 10:01:36,,,
,,5,不錯,2015-04-09 09:56:12,,,
,,5,帮老公买的，是正品，穿的很舒服，码子大小合适，料子蛮好的，透气，赞一个！,2015-04-09 09:03:04,,,身高:178cm
,,5,很好，不合穿又换了一件,2015-04-09 08:36:03,,,
,,5,好,2015-04-08 23:05:29,,,
,,5,物流特快，绝对正品。,2015-04-08 22:03:44,,,
,,5,东西不错！,2015-04-08 21:19:32,,,
,,5,男友很喜欢 赞,2015-04-08 19:41:00,,,
,,5,一样的好 继续支持,2015-04-08 18:24:07,,,
,,5,超级棒。物有所值，货真价实,2015-04-08 17:12:25,,,
,,5,衣服买小了，客服很贴心，说换就换，这家店买了好多运动品了,2015-04-08 16:11:45,,,
,,5,173、63、M号合适,2015-04-08 16:06:12,,,
,,5,hao,2015-04-08 15:45:27,,,身高:182cm
,,3,很好，很喜欢！卖家服务态度好！物流超快！以后还买！全5分好评！,2015-04-08 13:18:44,,,
,,5,质量好，可惜我选的尺寸太小，同时我较喜欢有衣领的，需换货,2015-04-08 12:52:38,,,
238674903455|2015-04-19 12:17:06|假货，穿了两天起毛球，真是气愤|10||,,5,服务好，东西也不错，物流给力，第一次在网上见到这么包装好的衣服,2015-04-08 12:32:23,,,
"238466982276|2015-04-24 10:18:08|老公穿上很合身,可以一起快乐的去运动啦|15||",,5,大小刚好，老公很喜欢，到时候可以一起去运动啦,2015-04-08 11:52:51,,,
,,5,儿子穿着很合适。,2015-04-08 11:46:24,,,
,,5,根据大家的评价，都说这款有点小，所以买了M，还是挺不错的。布料比较舒适，待穿上后看看透气排汗效果如何。官方的质量确认不错，发票包装也很正规。,2015-04-08 11:01:44,,,身高:173cm
,,5,正品,2015-04-07 23:15:34,,,
,,5,还不错哦,2015-04-07 23:03:47,,,身高:178cm
,,5,很好！！！很舒服,2015-04-07 22:17:21,,,身高:178cm
,,5,挺好的。就是有点拍小了。,2015-04-07 22:11:07,,,
,,5,一如既往的好,2015-04-07 21:23:26,,,
,,5,很nice,2015-04-07 21:13:09,,,
,,5,挺好的、支持,2015-04-07 21:04:10,,,
,,5,很棒，帮我爸买的很合身,2015-04-07 19:59:36,,,
,,5,好,2015-04-07 19:19:33,,,
,,5,衣服很好，穿起来很身材，这个价格也差不多，是正品，下次需要还会在来,2015-04-07 18:19:48,,,
,,5,东西还可以，就是感觉客服给我推荐的码有点小，腋窝处略紧，不太舒服。,2015-04-07 17:24:23,,,
,,5,好,2015-04-07 16:46:13,,,
,,5,不错,2015-04-07 16:43:07,,,
,,5,好,2015-04-07 16:41:18,,,
,,5,第二次买 一黑一灰 很好 很透气,2015-04-07 16:08:31,,,
,,5,正品,2015-04-07 15:41:55,,,
,,1,确实够紧身,2015-04-07 14:59:46,,,
,,5,只能说东西不是正品，很失败的一次购物，跟在实体店试的布料和号码都有差别，以后不会光顾这家店了～～～,2015-04-07 14:06:24,,,
,,5,衣服很正，物流很给力,2015-04-07 13:30:49,,,
,,5,很不错，已经开始锻炼了,2015-04-07 12:21:31,,,
,,5,质量不错，和专柜一样！,2015-04-07 11:02:39,,,
,,5,非常好！号码也合适！,2015-04-07 10:49:57,,,
238586880967|2015-04-24 13:43:36|穿起来很舒服，还会再买一件备用。|23||,,5,,2015-04-07 10:47:31,,,
,"//img.alicdn.com/bao/uploaded/i1/10109074291045792/TB2tX4tcpXXXXX_XpXXXXXXXXXX_!!1832870109-0-rate.jpg,//img.alicdn.com/bao/uploaded/i3/10109076242163887/TB2E2htcpXXXXX5XpXXXXXXXXXX_!!1832870109-0-rate.jpg",5,"身材不好,但是衣服没任何问题，",2015-04-07 10:44:35,,,
,,5,很不错哦,2015-04-07 09:59:22,,,
,,5,和裤子一起买的 可以的~,2015-04-07 09:56:55,,,身高:170cm
,,5,棒,2015-04-07 08:45:41,,,
,,5,发货速度意想不到！到新疆两天！东西非常给力！,2015-04-07 03:48:53,,,
,,5,很好,2015-04-06 22:57:48,,,
,,5,物流真的是让我吃惊，买下第三天上午就收到货，东西也不错，我183，85kg穿xl正好,2015-04-06 22:18:18,,,
,,5,太棒了,2015-04-06 21:15:40,,,
,,5,没的说，速度很快，等了好久才等到黑色有L码，很合身！,2015-04-06 21:11:54,,,身高:176cm
,,5,不错。,2015-04-06 20:54:50,,,
,,5,骗子,2015-04-06 19:17:25,,,
,,5,很不错的衣服！正品！,2015-04-06 18:56:47,,,
,,5,衣服不错 值得购买的，,2015-04-06 17:53:37,,,
,,5,挺喜欢,2015-04-06 16:38:37,,,
,,5,东西确实是好东西 物流业很快 一分钱一分货,2015-04-06 16:16:08,,,
,,5,小了！好紧,2015-04-06 15:24:16,,,
,,5,还不错，大一点,2015-04-06 14:51:05,,和,
,,5,超级好,2015-04-06 13:47:27,,,
,,5,满意很合身正品,2015-04-06 12:04:37,,,
,,5,第一次收到包装那么严谨的东西，而且东西本身也很OK，五星好评,2015-04-06 11:56:10,,,
,,5,不错。正品行货,2015-04-06 11:51:26,,,
,,2,貌似小了点，够长。如果换大一码上身合适但就更长了，算了，紧身的感觉也不错。,2015-04-06 10:10:14,,,身高:174cm
238317439520|2015-04-06 13:23:26|太小了，标牌撕掉就不给换了，说好的30天无理由退货，简直就是霸王条款，实体店撕掉标牌都可以退换！|0||,,5,,2015-04-06 09:44:31,,,
,,5,超帅，很有型，穿着也舒服。果断好评！\n美中不足的是太长了，哎！可能是我身材不标准的缘故吧！,2015-04-06 09:32:13,,发的顺丰，给力！,身高:179cm
,,5,非常好，正品,2015-04-06 09:26:38,,,
,,5,衣服还不错，穿上也比较帅气,2015-04-06 08:51:31,,,
,,5,顺丰快递的速度真是神速 第一天拍第二天到 衣服质量还i不错 有点紧 穿穿看吧！,2015-04-05 23:24:01,,,
,,5,好,2015-04-05 22:50:31,,,
,,5,啥都不说了，第二次买，超级棒,2015-04-05 20:33:00,,,
,,5,很好，满意！,2015-04-05 19:53:06,,,
,,5,好评！,2015-04-05 19:03:34,,,
,,5,这个和裤子一样 都有点开线 不过穿的打球蛮舒服的,2015-04-05 18:47:40,,,
,,5,是正品，挺好的， 穿上打蓝球挺干爽的，儿子喜欢,2015-04-05 18:42:44,,,身高:180cm
,,5,质量好大小合适物流快。,2015-04-05 17:55:48,,,
,,5,不错，速度非常快、176 130斤 m号正好,2015-04-05 17:22:15,,,
,,5,好几年了，踢球还是健身一直穿这个，从老款到新款，越来越到位！就一个字，棒！,2015-04-05 16:04:01,,,
,,5,有点长,2015-04-05 14:16:59,,,
,,5,刚好合适,2015-04-05 11:47:27,,,
,,5,旗舰店就是快...这物流速度...,2015-04-05 11:00:01,,,
,,5,很好的一件，手感不错，喜欢,2015-04-05 09:46:32,,,
,,5,挺好的，还没穿过，旗舰店带发票很正规,2015-04-04 23:43:53,,,
,,5,还不错，有一点点肩宽大了,2015-04-04 23:06:22,,,
,,5,超快物流第二天就到了，好宝贝,2015-04-04 21:38:14,,,
,,5,还可以，就是感觉价格有点高，不怎么值,2015-04-04 21:34:44,,,
,,5,一天就到很快，正品比高仿紧,2015-04-04 21:33:29,,,
,//img.alicdn.com/bao/uploaded/i4/15120075873403625/TB2XttfcpXXXXbQXXXXXXXXXXXX_!!2108325120-0-rate.jpg,5,衣服确实不错，很有型,2015-04-04 21:06:03,,,
,,5,很喜欢,2015-04-04 20:06:32,,,
,,5,很不错，好紧身。可怜自己没身材,2015-04-04 18:38:24,,,
,,5,棒棒嗒～男朋友喜欢～,2015-04-04 17:15:23,,,
,,5,东西不错 177穿M码很塑身很显形 如果胖一点的建议还是买L码的 要不小肚子会很难看 快递好快 2天就到了,2015-04-04 16:46:18,,NICE,身高:177cm
,,5,正品万岁,2015-04-04 16:19:09,,,
,,5,非常合适,2015-04-04 16:10:00,,,
,,5,虽然有色差，跟图片不一样，不过颜色更好看，很喜欢！,2015-04-04 13:45:01,,,身高:183cm
238399238850|2015-05-19 10:32:41|太紧了~~还是买大号的好点~~|44||,,3,不错 紧身的 本人肩膀比较宽 穿上后偏小~,2015-04-04 12:07:00,,,身高:172cm
,//img.alicdn.com/bao/uploaded/i2/12092074094522125/TB2icFXcpXXXXc8XXXXXXXXXXXX_!!1034152092-0-rate.jpg,5,图片与实物颜色不一样，质量当然不错！手机照出来就不是本来的颜色了！,2015-04-04 10:07:07,,,
,,5,衣服很修身很舒服很显身材,2015-04-04 10:05:01,,,
,,5,正品。,2015-04-04 09:32:53,,,
,,5,发货速度快，正品，有发票！顺丰超快！,2015-04-04 08:56:47,,,
,,5,穿着很舒服~,2015-04-04 08:49:40,,,
,,5,很舒服。尺码正好。服务态度也好,2015-04-04 07:21:42,,,
,,5,东西很好很满意,2015-04-04 01:49:25,,,
,"//img.alicdn.com/bao/uploaded/i4/17287073394250800/TB2Suo5cXXXXXcJXpXXXXXXXXXX_!!1914877287-0-rate.jpg,//img.alicdn.com/bao/uploaded/i4/17287073781817806/TB2nvFbcpXXXXXZXXXXXXXXXXXX_!!1914877287-0-rate.jpg,//img.alicdn.com/bao/uploaded/i3/17287074264643197/TB2_hJacpXXXXaeXXXXXXXXXXXX_!!1914877287-0-rate.jpg",5,帮同事买的，非常不错，很满意！是正品～,2015-04-03 23:12:00,,,
,,5,好,2015-04-03 22:54:20,,,
,,5,太快了，，都不习惯，，昨天下午订的，今早就到了，，。。！！,2015-04-03 22:11:06,,,
,,5,货真价实,2015-04-03 21:09:55,,,
,,5,好 穿上舒服 已经买了很多件了,2015-04-03 20:48:27,,,
,,5,还可以吧。 穿上蛮帅的,2015-04-03 18:57:28,,,
,,5,感觉穿着胳肢窝有点勒，是不是买小了   176-71.5kg，买的L,2015-04-03 18:05:16,,,
,,5,质量不错 正品,2015-04-03 17:50:42,,,
,,5,很好哦 到货也快,2015-04-03 17:17:20,,,
,,5,很好   衣服正好合适  运动后也吸汗  是正品,2015-04-03 16:38:27,,,
,,5,不错的衣服，正品。,2015-04-03 15:13:27,,,
,,5,衣服没啥说的这才是nike的服务么什么发票啊包邮啊 这才是旗舰店 好评!!!!!,2015-04-03 15:12:47,,,
,,5,东西是正品,2015-04-03 13:19:38,,,
,,5,不错，穿上很有型,2015-04-03 08:30:38,,,身高:187cm
,,5,物流很给力，2天就到了，正品，穿者很和身，面料很舒服,2015-04-03 07:59:23,,,
,,5,宝贝很好，刚买了小了，又换成大一码的，客服很贴心，而且第二次还是发的顺风，对了我180，xl码刚好,2015-04-03 00:36:05,,,
,,5,179  63kg穿m号合适,2015-04-02 23:57:14,,,
,,5,很好，正品无疑,2015-04-02 23:43:22,,,
,,5,很好，正品，物流也快！,2015-04-02 23:00:13,,,
,,5,正品好货,2015-04-02 22:58:49,,,
,,5,衣服真的很不错，物美价廉，顺丰快递就是快，很好。穿上这衣服跑步就像风一样。有史以来，买的最好的一样商品。,2015-04-02 22:41:28,,服务态度很好，可能顾客较多，回复有点点慢，但是很好的。,
,//img.alicdn.com/bao/uploaded/i4/19078073206554574/TB2ZmgWcXXXXXX8XpXXXXXXXXXX_!!115329078-0-rate.jpg,5,不错，就是貌似买小了。很透气。,2015-04-02 22:18:46,,,
,,5,就是有点偏长 整体不错,2015-04-02 22:00:13,,,
,,5,本人体胖，买来就是为了平时和打球时吸汗，紧身吸汗效果更好。提醒不好，图就不上了。身高182，体重204,2015-04-02 21:24:43,,,
,,5,棒棒哒,2015-04-02 19:50:12,,,
,,5,非常好是正品，试穿一段在追评吧~,2015-04-02 19:38:30,,,
,,5,衣服很好看，喜欢，质量好,2015-04-02 17:40:03,,,
,"//img.alicdn.com/bao/uploaded/i4/14522074061117340/TB2gC.RcXXXXXaxXpXXXXXXXXXX_!!1054204522-0-rate.jpg,//img.alicdn.com/bao/uploaded/i4/14522074061133138/TB2vgk0cXXXXXaQXXXXXXXXXXXX_!!1054204522-0-rate.jpg",5,买大了，还是紧紧的穿起来好看，顺丰良心，发票齐全,2015-04-02 17:04:23,,,
,,5,物流很快，衣服还行，款式原因太长了，胸部爆绷，腰上倒是很松，是我倒三角太明显了嘛 ???,2015-04-02 14:08:59,,,
,,5,感觉有点紧，大一码更理想,2015-04-02 12:43:10,,,
,,5,宝贝收到了，质量不错。,2015-04-02 11:54:14,,,
,"//img.alicdn.com/bao/uploaded/i4/18403073478865538/TB2n6ZMcXXXXXbyXpXXXXXXXXXX_!!663128403-0-rate.jpg,//img.alicdn.com/bao/uploaded/i4/18403073996449333/TB2yNkOcXXXXXaNXpXXXXXXXXXX_!!663128403-0-rate.jpg",5,还行，挺好 官旗还是让人放心的 顺丰很快,2015-04-02 11:04:49,,,
,,5,好东西 颜色骚 绝对是一道风景线,2015-04-02 10:38:03,,,
,,5,给儿子买的，儿子很满意。,2015-04-02 09:34:38,,,
,,5,感觉还行,2015-04-02 01:03:02,,,
,,5,大爱,2015-04-01 23:49:17,,,
,,5,赞就一个字,2015-04-01 22:13:27,,,
,,5,衣服很好，穿着舒服又凉快，紧身效果也很不错，准备在买一件,2015-04-01 19:26:26,,客服服务也很不错，赞一个。,
,,5,超快,2015-04-01 15:07:05,,,
,,5,可以,2015-04-01 15:04:23,,,
,,5,nice！ 快 好 赞,2015-04-01 13:19:53,,,
,,5,穿着很舒服,2015-04-01 12:53:36,,,
,,5,东西色差就不说了。买的有点偏大就客服换。一万个苛刻的要求。呵呵、确实旗舰店，店大欺客。我也无话可说。当初奔着耐克和官方来，现在这么点问题真是让人觉得没意思。确实没意思、,2015-04-01 12:49:43,,客服我就不多吐槽。店子大，有恃无恐。我也是很无奈,
,,5,帅,2015-04-01 12:14:48,,好,身高:171cm
,,5,第二件 依然不错,2015-04-01 09:43:19,,,
,,5,还没穿，有点紧,2015-04-01 07:44:49,,,
